Record Length,2.500000e+03,,  -0.000002500000,  -5.00000,
Sample Interval,2.000000e-09,,  -0.000002498000,  -5.20000,
Trigger Point,1.250000000000e+03,,  -0.000002496000,  -5.20000,
,,,  -0.000002494000,  -5.00000,
,,,  -0.000002492000,  -5.20000,
,,,  -0.000002490000,  -5.20000,
Source,CH1,,  -0.000002488000,  -5.00000,
Vertical Units,V,,  -0.000002486000,  -5.00000,
Vertical Scale,5.000000e+00,,  -0.000002484000,  -5.20000,
Vertical Offset,1.080000e+01,,  -0.000002482000,  -5.00000,
Horizontal Units,s,,  -0.000002480000,  -5.00000,
Horizontal Scale,5.000000e-07,,  -0.000002478000,  -5.40000,
Pt Fmt,Y,,  -0.000002476000,  -5.20000,
Yzero,0.000000e+00,,  -0.000002474000,  -5.20000,
Probe Atten,1.000000e+00,,  -0.000002472000,  -5.20000,
Model Number,TDS1002C-EDU,,  -0.000002470000,  -5.20000,
Serial Number,C030041,,  -0.000002468000,  -5.00000,
Firmware Version,FV:v25.16,,  -0.000002466000,  -5.20000,
,,,-00.000002464000,  -5.20000,
,,,-00.000002462000,  -4.80000,
,,,-00.000002460000,  -5.00000,
,,,-00.000002458000,  -5.00000,
,,,-00.000002456000,  -5.00000,
,,,-00.000002454000,  -5.20000,
,,,-00.000002452000,  -5.20000,
,,,-00.000002450000,  -5.00000,
,,,-00.000002448000,  -5.00000,
,,,-00.000002446000,  -5.20000,
,,,-00.000002444000,  -4.80000,
,,,-00.000002442000,  -5.20000,
,,,-00.000002440000,  -5.00000,
,,,-00.000002438000,  -5.20000,
,,,-00.000002436000,  -5.20000,
,,,-00.000002434000,  -5.00000,
,,,-00.000002432000,  -5.20000,
,,,-00.000002430000,  -5.20000,
,,,-00.000002428000,  -5.00000,
,,,-00.000002426000,  -5.20000,
,,,-00.000002424000,  -5.40000,
,,,-00.000002422000,  -5.00000,
,,,-00.000002420000,  -5.00000,
,,,-00.000002418000,  -5.00000,
,,,-00.000002416000,  -5.20000,
,,,-00.000002414000,  -5.20000,
,,,-00.000002412000,  -5.00000,
,,,-00.000002410000,  -5.00000,
,,,-00.000002408000,  -5.40000,
,,,-00.000002406000,  -5.20000,
,,,-00.000002404000,  -5.00000,
,,,-00.000002402000,  -5.40000,
,,,-00.000002400000,  -5.40000,
,,,-00.000002398000,  -5.20000,
,,,-00.000002396000,  -5.00000,
,,,-00.000002394000,  -5.00000,
,,,-00.000002392000,  -5.20000,
,,,-00.000002390000,  -5.00000,
,,,-00.000002388000,  -5.20000,
,,,-00.000002386000,  -5.20000,
,,,-00.000002384000,  -5.20000,
,,,-00.000002382000,  -5.40000,
,,,-00.000002380000,  -5.00000,
,,,-00.000002378000,  -5.00000,
,,,-00.000002376000,  -5.20000,
,,,-00.000002374000,  -5.00000,
,,,-00.000002372000,  -5.20000,
,,,-00.000002370000,  -5.00000,
,,,-00.000002368000,  -5.40000,
,,,-00.000002366000,  -5.00000,
,,,-00.000002364000,  -5.00000,
,,,-00.000002362000,  -5.20000,
,,,-00.000002360000,  -5.20000,
,,,-00.000002358000,  -5.20000,
,,,-00.000002356000,  -5.20000,
,,,-00.000002354000,  -5.20000,
,,,-00.000002352000,  -5.00000,
